document,negative,positive,sentiment
text19842,2,0,-2
text19846,2,0,-2
text19851,2,0,-2
text19899,2,0,-2
text19958,3,1,-2
text19963,2,0,-2
text19970,2,0,-2
text19971,2,0,-2
text19973,2,0,-2
text19975,2,0,-2
text19980,3,1,-2
text20000,2,0,-2
text20002,2,0,-2
text20004,2,0,-2
text20005,2,0,-2
text2005,2,0,-2
text20069,2,0,-2
text20077,2,0,-2
text20099,2,0,-2
text20106,2,0,-2
text20122,2,0,-2
text20144,3,1,-2
text20158,2,0,-2
text2016,2,0,-2
text2021,3,1,-2
text20233,2,0,-2
text20234,2,0,-2
text20253,2,0,-2
text20256,2,0,-2
text20272,3,1,-2
text20273,2,0,-2
text20286,2,0,-2
text20307,3,1,-2
text20349,3,1,-2
text20379,3,1,-2
text20438,2,0,-2
text20474,3,1,-2
text2051,3,1,-2
text20528,2,0,-2
text2057,2,0,-2
text2062,2,0,-2
text2063,2,0,-2
text20630,2,0,-2
text20645,2,0,-2
text20653,2,0,-2
text20667,4,2,-2
text20672,3,1,-2
text2071,2,0,-2
text20720,2,0,-2
text20738,2,0,-2
text20749,3,1,-2
text2075,2,0,-2
text20750,2,0,-2
text20783,2,0,-2
text20812,4,2,-2
text20827,2,0,-2
text20828,2,0,-2
text20832,2,0,-2
text20833,2,0,-2
text20834,3,1,-2
text20835,2,0,-2
text20836,2,0,-2
text20854,2,0,-2
text20889,2,0,-2
text20906,2,0,-2
text20928,2,0,-2
text20950,2,0,-2
text20951,2,0,-2
text20958,2,0,-2
text2098,3,1,-2
text20981,2,0,-2
text20997,2,0,-2
text21019,2,0,-2
text21020,2,0,-2
text21022,2,0,-2
text21028,2,0,-2
text21030,2,0,-2
text21041,3,1,-2
text21047,2,0,-2
text21049,3,1,-2
text2105,3,1,-2
text21054,2,0,-2
text2106,2,0,-2
text21078,2,0,-2
text2108,3,1,-2
text21089,2,0,-2
text21104,2,0,-2
text21112,2,0,-2
text21113,4,2,-2
text2112,2,0,-2
text21127,3,1,-2
text21152,2,0,-2
text21189,3,1,-2
text21192,2,0,-2
text212,4,2,-2
text21227,2,0,-2
text21232,3,1,-2
text21234,2,0,-2
text21242,2,0,-2
text21245,2,0,-2
text21258,2,0,-2
text21268,4,2,-2
text21284,2,0,-2
text21306,2,0,-2
text21310,4,2,-2
text21318,2,0,-2
text2132,2,0,-2
text21342,4,2,-2
text21344,2,0,-2
text21356,2,0,-2
text21401,2,0,-2
text21403,2,0,-2
text21415,2,0,-2
text21430,2,0,-2
text21431,2,0,-2
text21437,2,0,-2
text21453,2,0,-2
text21496,2,0,-2
text21501,2,0,-2
text21507,2,0,-2
text21512,4,2,-2
text21513,2,0,-2
text2152,2,0,-2
text2153,2,0,-2
text21538,2,0,-2
text2154,2,0,-2
text21589,3,1,-2
text21592,2,0,-2
text21595,4,2,-2
text21613,2,0,-2
text21627,2,0,-2
text21630,3,1,-2
text21634,3,1,-2
text21645,2,0,-2
text21647,2,0,-2
text21752,2,0,-2
text21789,2,0,-2
text21790,2,0,-2
text21793,2,0,-2
text21794,3,1,-2
text21819,2,0,-2
text21820,2,0,-2
text2183,2,0,-2
text21834,2,0,-2
text21872,2,0,-2
text21876,2,0,-2
text21881,2,0,-2
text21882,3,1,-2
text21896,2,0,-2
text21909,2,0,-2
text21940,2,0,-2
text21941,2,0,-2
text21979,2,0,-2
text2199,2,0,-2
text22030,2,0,-2
text22042,2,0,-2
text2207,2,0,-2
text22104,2,0,-2
text22122,3,1,-2
text22147,2,0,-2
text22149,3,1,-2
text22158,2,0,-2
text22194,2,0,-2
text22224,2,0,-2
text22261,2,0,-2
text22277,2,0,-2
text22284,2,0,-2
text22301,3,1,-2
text22306,2,0,-2
text22308,2,0,-2
text2232,2,0,-2
text22325,3,1,-2
text22335,2,0,-2
text2236,3,1,-2
text22365,3,1,-2
text22369,2,0,-2
text22370,3,1,-2
text22376,3,1,-2
text22378,2,0,-2
text22380,2,0,-2
text22398,2,0,-2
text22451,2,0,-2
text22454,2,0,-2
text22473,2,0,-2
text22480,2,0,-2
text22481,2,0,-2
text22519,2,0,-2
text22520,2,0,-2
text22548,2,0,-2
text22558,2,0,-2
text22585,2,0,-2
text22586,2,0,-2
text22591,2,0,-2
text22642,2,0,-2
text22678,2,0,-2
text22725,2,0,-2
text22752,2,0,-2
text22759,2,0,-2
text22779,3,1,-2
text22781,2,0,-2
text22786,2,0,-2
text22793,2,0,-2
text22825,2,0,-2
text22852,2,0,-2
text22886,2,0,-2
text22890,3,1,-2
text22895,2,0,-2
text2294,2,0,-2
text22950,2,0,-2
text22954,2,0,-2
text2296,2,0,-2
text22960,2,0,-2
text2298,2,0,-2
text22988,2,0,-2
text23025,2,0,-2
text23032,2,0,-2
text23034,2,0,-2
text23047,2,0,-2
text23060,2,0,-2
text23064,2,0,-2
text23074,3,1,-2
text23079,3,1,-2
text23119,2,0,-2
text23128,2,0,-2
text23140,2,0,-2
text23149,3,1,-2
text23174,2,0,-2
text23187,3,1,-2
text232,2,0,-2
text23209,2,0,-2
text23281,3,1,-2
text23283,3,1,-2
text23313,3,1,-2
text23332,2,0,-2
text2342,2,0,-2
text23426,4,2,-2
text23430,2,0,-2
text23482,2,0,-2
text23502,2,0,-2
text23508,3,1,-2
text23530,2,0,-2
text23572,2,0,-2
text23580,3,1,-2
text23592,2,0,-2
text23594,2,0,-2
text23603,2,0,-2
text23606,2,0,-2
text2361,2,0,-2
text2365,2,0,-2
text23662,2,0,-2
text23666,2,0,-2
text2367,2,0,-2
text23692,2,0,-2
text23714,2,0,-2
text2375,2,0,-2
text23767,2,0,-2
text23770,2,0,-2
text2380,2,0,-2
text2381,2,0,-2
text2382,2,0,-2
text23822,2,0,-2
text23841,2,0,-2
text23850,2,0,-2
text2391,2,0,-2
text23910,2,0,-2
text23912,2,0,-2
text23915,2,0,-2
text23933,2,0,-2
text23939,3,1,-2
text23953,2,0,-2
text23957,2,0,-2
text23972,2,0,-2
text23995,2,0,-2
text24012,2,0,-2
text24017,2,0,-2
text24055,2,0,-2
text24066,2,0,-2
text24067,3,1,-2
text24075,2,0,-2
text24090,2,0,-2
text24095,2,0,-2
text24096,2,0,-2
text2410,2,0,-2
text24106,2,0,-2
text24112,2,0,-2
text24144,2,0,-2
text24147,2,0,-2
text24158,2,0,-2
text24161,2,0,-2
text24169,3,1,-2
text24176,2,0,-2
text24178,2,0,-2
text24187,2,0,-2
text24204,2,0,-2
text24207,2,0,-2
text24229,3,1,-2
text2423,2,0,-2
text24236,2,0,-2
text24240,2,0,-2
text24246,2,0,-2
text24247,3,1,-2
text24288,2,0,-2
text24345,2,0,-2
text2436,2,0,-2
text24378,3,1,-2
text24382,2,0,-2
text24401,2,0,-2
text24407,4,2,-2
text24409,2,0,-2
text24411,2,0,-2
text24425,2,0,-2
text24428,2,0,-2
text2443,2,0,-2
text24457,3,1,-2
text24484,2,0,-2
text24498,2,0,-2
text24508,2,0,-2
text2452,2,0,-2
text24521,2,0,-2
text2458,2,0,-2
text24592,2,0,-2
text24595,3,1,-2
text24604,2,0,-2
text24764,2,0,-2
text2477,2,0,-2
text24778,2,0,-2
text24782,2,0,-2
text24799,2,0,-2
text24808,2,0,-2
text24823,2,0,-2
text24827,2,0,-2
text24832,2,0,-2
text24833,2,0,-2
text24835,3,1,-2
text24838,2,0,-2
text24841,3,1,-2
text24847,3,1,-2
text24850,2,0,-2
text24856,2,0,-2
text24865,3,1,-2
text24867,2,0,-2
text24892,2,0,-2
text24904,2,0,-2
text24937,2,0,-2
text24944,2,0,-2
text24949,2,0,-2
text24951,2,0,-2
text24958,2,0,-2
text24960,2,0,-2
text24981,2,0,-2
text24984,2,0,-2
text24995,2,0,-2
text24998,2,0,-2
text250,2,0,-2
text25010,2,0,-2
text25020,2,0,-2
text2508,3,1,-2
text25085,2,0,-2
text25089,3,1,-2
text25099,2,0,-2
text25107,2,0,-2
text25115,2,0,-2
text25125,2,0,-2
text25152,3,1,-2
text25157,2,0,-2
text25158,2,0,-2
text25159,2,0,-2
text25170,2,0,-2
text25178,2,0,-2
text25181,2,0,-2
text25185,2,0,-2
text25189,2,0,-2
text25216,2,0,-2
text25219,2,0,-2
text2525,4,2,-2
text25266,2,0,-2
text25268,2,0,-2
text25287,2,0,-2
text25300,2,0,-2
text25331,2,0,-2
text25344,2,0,-2
text25361,2,0,-2
text25398,2,0,-2
text25406,2,0,-2
text2545,3,1,-2
text25451,2,0,-2
text25453,2,0,-2
text25478,2,0,-2
text25481,2,0,-2
text25535,4,2,-2
text25536,2,0,-2
text25554,2,0,-2
text25564,2,0,-2
text25569,3,1,-2
text25578,2,0,-2
text25588,2,0,-2
text25595,2,0,-2
text25602,2,0,-2
text25607,2,0,-2
text25619,2,0,-2
text25628,2,0,-2
text25629,2,0,-2
text25632,2,0,-2
text25645,3,1,-2
text25671,2,0,-2
text25680,2,0,-2
text25683,2,0,-2
text25684,2,0,-2
text25692,2,0,-2
text25703,2,0,-2
text25704,2,0,-2
text25706,2,0,-2
text25713,2,0,-2
text25714,3,1,-2
text25750,2,0,-2
text2576,3,1,-2
text25767,2,0,-2
text25769,3,1,-2
text2577,2,0,-2
text25777,3,1,-2
text25788,2,0,-2
text25805,2,0,-2
text25831,4,2,-2
text2584,2,0,-2
text25844,3,1,-2
text25846,3,1,-2
text25871,2,0,-2
text25877,2,0,-2
text25892,2,0,-2
text25895,2,0,-2
text25909,2,0,-2
text2592,3,1,-2
text2598,3,1,-2
text25987,2,0,-2
text25992,2,0,-2
text26030,2,0,-2
text26031,2,0,-2
text26039,3,1,-2
text26078,2,0,-2
text26156,2,0,-2
text26197,2,0,-2
text262,2,0,-2
text2621,3,1,-2
text26256,2,0,-2
text26257,2,0,-2
text26263,3,1,-2
text26267,2,0,-2
text26268,2,0,-2
text26295,2,0,-2
text26300,2,0,-2
text2634,2,0,-2
text2636,3,1,-2
text26364,4,2,-2
text26386,3,1,-2
text26390,3,1,-2
text264,3,1,-2
text26452,3,1,-2
text26461,2,0,-2
text26484,2,0,-2
text26499,2,0,-2
text26509,2,0,-2
text26608,2,0,-2
text26609,2,0,-2
text26616,2,0,-2
text2662,2,0,-2
text26683,2,0,-2
text26686,2,0,-2
text26687,2,0,-2
text2669,2,0,-2
text267,2,0,-2
text26702,2,0,-2
text26721,2,0,-2
text26762,2,0,-2
text26766,2,0,-2
text26775,2,0,-2
text26794,3,1,-2
text268,2,0,-2
text26800,2,0,-2
text26840,2,0,-2
text2691,2,0,-2
text26932,2,0,-2
text2701,3,1,-2
text2702,2,0,-2
text27038,2,0,-2
text27044,2,0,-2
text27053,2,0,-2
text27078,2,0,-2
text27145,2,0,-2
text27164,2,0,-2
text2717,2,0,-2
text272,2,0,-2
text27212,2,0,-2
text27213,2,0,-2
text27218,2,0,-2
text27232,2,0,-2
text2729,3,1,-2
text27360,2,0,-2
text27387,2,0,-2
text27399,2,0,-2
text27405,2,0,-2
text27458,2,0,-2
text27478,2,0,-2
text2748,2,0,-2
text2749,2,0,-2
text27507,2,0,-2
text27508,2,0,-2
text27578,2,0,-2
text27581,3,1,-2
text27609,2,0,-2
text27630,2,0,-2
text27776,2,0,-2
text278,2,0,-2
text27806,2,0,-2
text27837,2,0,-2
text27844,2,0,-2
text27868,2,0,-2
text27890,2,0,-2
text2794,3,1,-2
text28,6,4,-2
text28042,2,0,-2
text28055,2,0,-2
text28060,2,0,-2
text2811,3,1,-2
text28120,2,0,-2
text2813,2,0,-2
text28169,2,0,-2
text28186,2,0,-2
text2819,3,1,-2
text28199,2,0,-2
text28221,2,0,-2
text28224,2,0,-2
text28280,2,0,-2
text28282,2,0,-2
text28291,3,1,-2
text28308,2,0,-2
text2837,3,1,-2
text28370,2,0,-2
text28377,3,1,-2
text2838,3,1,-2
text28380,3,1,-2
text2842,2,0,-2
text28428,2,0,-2
text2843,3,1,-2
text28506,2,0,-2
text2851,2,0,-2
text28537,2,0,-2
text28600,2,0,-2
text28616,2,0,-2
text28667,2,0,-2
text28668,2,0,-2
text28675,2,0,-2
text2873,2,0,-2
text2875,2,0,-2
text28766,2,0,-2
text28768,2,0,-2
text28777,2,0,-2
text2881,2,0,-2
text2885,2,0,-2
text28868,3,1,-2
text28875,2,0,-2
text28876,2,0,-2
text28881,2,0,-2
text28883,2,0,-2
text28903,2,0,-2
text28925,2,0,-2
text28926,2,0,-2
text28950,2,0,-2
text28968,2,0,-2
text28975,2,0,-2
text2898,3,1,-2
text2899,2,0,-2
text29025,2,0,-2
text29028,2,0,-2
text29061,3,1,-2
text29083,2,0,-2
text29093,2,0,-2
text29101,3,1,-2
text2912,3,1,-2
text29129,2,0,-2
text29177,2,0,-2
text29211,2,0,-2
text2922,2,0,-2
text29230,2,0,-2
text29232,2,0,-2
text29233,2,0,-2
text2924,2,0,-2
text29255,2,0,-2
text29295,3,1,-2
text29382,2,0,-2
text29400,2,0,-2
text29404,2,0,-2
text29409,2,0,-2
text29416,2,0,-2
text29433,3,1,-2
text29440,2,0,-2
text29441,2,0,-2
text29460,2,0,-2
text29465,2,0,-2
text29474,2,0,-2
text29499,2,0,-2
text295,3,1,-2
text29506,2,0,-2
text29510,2,0,-2
text29512,2,0,-2
text29515,2,0,-2
text29535,2,0,-2
text29546,2,0,-2
text29565,2,0,-2
text296,2,0,-2
text29608,2,0,-2
text29622,2,0,-2
text29626,2,0,-2
text29655,3,1,-2
text29661,2,0,-2
text29685,2,0,-2
text29701,3,1,-2
text29702,2,0,-2
text29709,2,0,-2
text29751,2,0,-2
text29756,2,0,-2
text29758,2,0,-2
text29791,2,0,-2
text29803,2,0,-2
text29805,2,0,-2
text29840,2,0,-2
text29848,2,0,-2
text29861,3,1,-2
text29865,2,0,-2
text2987,2,0,-2
text29877,2,0,-2
text29878,3,1,-2
text29882,2,0,-2
text29918,2,0,-2
text29943,2,0,-2
text29950,2,0,-2
text29959,2,0,-2
text29961,2,0,-2
text2997,4,2,-2
text29973,2,0,-2
text29976,2,0,-2
text29988,2,0,-2
text29992,3,1,-2
text29994,2,0,-2
text3004,2,0,-2
text30041,3,1,-2
text30078,2,0,-2
text3012,2,0,-2
text30135,2,0,-2
text30141,3,1,-2
text30159,2,0,-2
text30171,2,0,-2
text30199,2,0,-2
text3023,2,0,-2
text30268,2,0,-2
text3027,2,0,-2
text30273,2,0,-2
text30274,2,0,-2
text30281,2,0,-2
text30284,2,0,-2
text3030,2,0,-2
text30303,2,0,-2
text30331,2,0,-2
text30343,2,0,-2
text30347,2,0,-2
text30348,2,0,-2
text30363,2,0,-2
text30370,2,0,-2
text30376,2,0,-2
text3038,2,0,-2
text30385,3,1,-2
text30391,2,0,-2
text30404,3,1,-2
text30441,2,0,-2
text30445,2,0,-2
text30469,2,0,-2
text30496,3,1,-2
text30520,2,0,-2
text30521,2,0,-2
text30523,2,0,-2
text30529,3,1,-2
text30540,2,0,-2
text30556,2,0,-2
text30570,2,0,-2
text3058,2,0,-2
text30597,2,0,-2
text30605,2,0,-2
text30615,2,0,-2
text30627,2,0,-2
text30632,2,0,-2
text30634,2,0,-2
text30645,2,0,-2
text3067,2,0,-2
text30686,2,0,-2
text30692,2,0,-2
text30699,2,0,-2
text30704,2,0,-2
text30711,2,0,-2
text30715,2,0,-2
text30719,2,0,-2
text30747,2,0,-2
text30800,2,0,-2
text30812,2,0,-2
text30818,2,0,-2
text30821,2,0,-2
text3083,2,0,-2
text30831,2,0,-2
text30835,2,0,-2
text30850,2,0,-2
text30871,2,0,-2
text30872,2,0,-2
text30874,2,0,-2
text30902,2,0,-2
text30905,3,1,-2
text30911,2,0,-2
text30914,2,0,-2
text30918,2,0,-2
text30921,2,0,-2
text30925,2,0,-2
text30963,2,0,-2
text30978,2,0,-2
text31007,2,0,-2
text31011,3,1,-2
text31022,3,1,-2
text31025,2,0,-2
text31029,3,1,-2
text31030,2,0,-2
text31032,2,0,-2
text31060,2,0,-2
text31143,2,0,-2
text3115,2,0,-2
text31187,2,0,-2
text3121,3,1,-2
text31218,2,0,-2
text31221,2,0,-2
text3126,2,0,-2
text31261,2,0,-2
text31286,2,0,-2
text31315,2,0,-2
text31334,2,0,-2
text31335,2,0,-2
text31380,2,0,-2
text31389,2,0,-2
text31391,2,0,-2
text31396,2,0,-2
text31409,2,0,-2
text31430,3,1,-2
text31437,2,0,-2
text31441,2,0,-2
text31445,2,0,-2
text31462,2,0,-2
text31463,2,0,-2
text31465,2,0,-2
text31475,2,0,-2
text31512,2,0,-2
text3154,2,0,-2
text31542,2,0,-2
text3155,2,0,-2
text31555,2,0,-2
text3157,3,1,-2
text31573,2,0,-2
text31581,2,0,-2
text31586,2,0,-2
text31631,2,0,-2
text31633,2,0,-2
text31638,2,0,-2
text31648,2,0,-2
text31654,2,0,-2
text31668,2,0,-2
text31670,2,0,-2
text31672,2,0,-2
text31698,3,1,-2
text31719,2,0,-2
text31739,2,0,-2
text31756,2,0,-2
text31760,2,0,-2
text31789,2,0,-2
text31791,2,0,-2
text31792,2,0,-2
text31795,2,0,-2
text31796,2,0,-2
text31803,2,0,-2
text31814,2,0,-2
text31819,2,0,-2
text31829,3,1,-2
text31835,2,0,-2
text31843,2,0,-2
text31876,2,0,-2
text31879,2,0,-2
text319,4,2,-2
text31904,2,0,-2
text31914,2,0,-2
text31918,2,0,-2
text31919,2,0,-2
text31921,2,0,-2
text31967,2,0,-2
text31977,2,0,-2
text31978,2,0,-2
text31985,2,0,-2
text31988,2,0,-2
text32000,2,0,-2
text32003,3,1,-2
text32017,2,0,-2
text32022,2,0,-2
text32055,2,0,-2
text32057,2,0,-2
text3212,2,0,-2
text3213,2,0,-2
text32157,2,0,-2
text32166,2,0,-2
text32173,2,0,-2
text32182,2,0,-2
text32192,2,0,-2
text32199,2,0,-2
text32245,2,0,-2
text32250,3,1,-2
text32252,2,0,-2
text32272,2,0,-2
text32295,2,0,-2
text32321,2,0,-2
text32323,2,0,-2
text32326,2,0,-2
text32327,3,1,-2
text32351,2,0,-2
text32368,2,0,-2
text32373,2,0,-2
text32376,3,1,-2
text3239,2,0,-2
text32398,2,0,-2
text32409,2,0,-2
text32410,3,1,-2
text32454,2,0,-2
text3246,2,0,-2
text32466,2,0,-2
text325,2,0,-2
text32509,2,0,-2
text32515,3,1,-2
text3253,2,0,-2
text32538,2,0,-2
text32544,2,0,-2
text32546,2,0,-2
text32573,2,0,-2
text32581,2,0,-2
text32586,2,0,-2
text32601,2,0,-2
text32639,2,0,-2
text32645,2,0,-2
text32648,2,0,-2
text32659,2,0,-2
text32674,2,0,-2
text3268,3,1,-2
text32693,2,0,-2
text32700,2,0,-2
text32729,2,0,-2
text32734,2,0,-2
text32739,2,0,-2
text32746,2,0,-2
text32762,2,0,-2
text32768,2,0,-2
text3279,2,0,-2
text328,2,0,-2
text3280,2,0,-2
text32804,2,0,-2
text32824,2,0,-2
text32852,2,0,-2
text32853,2,0,-2
text3287,2,0,-2
text3289,2,0,-2
text32895,2,0,-2
text329,2,0,-2
text32913,2,0,-2
text32919,2,0,-2
text32928,4,2,-2
text32930,2,0,-2
text32932,2,0,-2
text32942,2,0,-2
text32957,2,0,-2
text32958,2,0,-2
text32981,2,0,-2
text32983,2,0,-2
text32987,2,0,-2
text3313,3,1,-2
text3343,3,1,-2
text3405,2,0,-2
text3419,2,0,-2
text342,3,1,-2
text3421,2,0,-2
text3475,2,0,-2
text3499,2,0,-2
text35,3,1,-2
text3522,3,1,-2
text3529,2,0,-2
text354,2,0,-2
text3553,2,0,-2
text3573,2,0,-2
text3574,2,0,-2
text3577,2,0,-2
text3599,2,0,-2
text3605,2,0,-2
text3614,2,0,-2
text3649,2,0,-2
text3668,2,0,-2
text3675,2,0,-2
text3678,2,0,-2
text3695,2,0,-2
text3702,2,0,-2
text3710,2,0,-2
text3712,2,0,-2
text3720,2,0,-2
text3765,2,0,-2
text3770,3,1,-2
text3779,3,1,-2
text3780,2,0,-2
text3789,2,0,-2
text379,3,1,-2
text3790,2,0,-2
text3791,3,1,-2
text380,2,0,-2
text3831,2,0,-2
text3851,2,0,-2
text387,3,1,-2
text3889,2,0,-2
text3891,3,1,-2
text390,2,0,-2
text3925,3,1,-2
text3930,5,3,-2
text3949,3,1,-2
text3952,2,0,-2
text3961,2,0,-2
text3962,3,1,-2
text3963,4,2,-2
text401,2,0,-2
text4039,2,0,-2
text4096,2,0,-2
text41,5,3,-2
text4122,3,1,-2
text4156,3,1,-2
text4168,3,1,-2
text4170,2,0,-2
text4172,2,0,-2
text4174,2,0,-2
text4179,2,0,-2
text4180,2,0,-2
text4192,2,0,-2
text4203,2,0,-2
text4210,2,0,-2
text4215,2,0,-2
text4219,4,2,-2
text4223,2,0,-2
text4262,2,0,-2
text4270,2,0,-2
text4271,2,0,-2
text4273,2,0,-2
text429,2,0,-2
text4298,3,1,-2
text4302,2,0,-2
text4306,2,0,-2
text4308,2,0,-2
text4312,3,1,-2
text4332,2,0,-2
text4339,3,1,-2
text4392,3,1,-2
text4393,3,1,-2
text4396,2,0,-2
text4397,2,0,-2
text4414,3,1,-2
text4424,2,0,-2
text4427,2,0,-2
text443,2,0,-2
text4437,2,0,-2
text4438,2,0,-2
text4478,3,1,-2
text4484,2,0,-2
text4518,2,0,-2
text4520,2,0,-2
text4521,3,1,-2
text4533,2,0,-2
text4593,3,1,-2
text4616,2,0,-2
text4626,2,0,-2
text4628,2,0,-2
text4630,2,0,-2
text4633,2,0,-2
text4634,3,1,-2
text4666,2,0,-2
text4671,3,1,-2
text4683,4,2,-2
text4695,2,0,-2
text4705,2,0,-2
text4709,2,0,-2
text471,2,0,-2
text4710,2,0,-2
text4711,3,1,-2
text4712,2,0,-2
text4716,2,0,-2
text4718,2,0,-2
text4720,2,0,-2
text4723,2,0,-2
text4733,3,1,-2
text4734,2,0,-2
text4737,2,0,-2
text477,2,0,-2
text4800,2,0,-2
text4805,2,0,-2
text4811,3,1,-2
text4827,2,0,-2
text483,3,1,-2
text4830,3,1,-2
text4841,2,0,-2
text4843,2,0,-2
text4880,2,0,-2
text4899,2,0,-2
text4905,2,0,-2
text4910,3,1,-2
text4918,2,0,-2
text4921,2,0,-2
text4927,2,0,-2
text4946,2,0,-2
text4956,2,0,-2
text4958,2,0,-2
text4974,2,0,-2
text4975,2,0,-2
text4976,2,0,-2
text4978,2,0,-2
text4987,3,1,-2
text4993,2,0,-2
text4994,3,1,-2
text5,2,0,-2
text50,3,1,-2
text5000,2,0,-2
text5017,3,1,-2
text5029,2,0,-2
text5053,2,0,-2
text506,3,1,-2
text5085,3,1,-2
text5110,2,0,-2
text5115,2,0,-2
text5124,2,0,-2
text5130,2,0,-2
text5145,2,0,-2
text5159,2,0,-2
text5162,2,0,-2
text5174,3,1,-2
text5195,2,0,-2
text5197,3,1,-2
text522,4,2,-2
text5223,2,0,-2
text5243,2,0,-2
text5252,2,0,-2
text5258,2,0,-2
text53,3,1,-2
text5304,2,0,-2
text5332,3,1,-2
text5341,3,1,-2
text5342,2,0,-2
text5349,2,0,-2
text5359,2,0,-2
text5387,2,0,-2
text5392,2,0,-2
text5431,2,0,-2
text5434,2,0,-2
text5437,2,0,-2
text5446,3,1,-2
text5447,2,0,-2
text5450,2,0,-2
text5453,2,0,-2
text5455,2,0,-2
text5462,2,0,-2
text5474,2,0,-2
text5482,3,1,-2
text5485,3,1,-2
text5492,3,1,-2
text5493,4,2,-2
text5506,2,0,-2
text5520,2,0,-2
text5528,2,0,-2
text5532,2,0,-2
text5541,2,0,-2
text5544,3,1,-2
text5547,2,0,-2
text5559,2,0,-2
text5566,2,0,-2
text5596,2,0,-2
text56,3,1,-2
text5616,3,1,-2
text5673,3,1,-2
text5675,3,1,-2
text57,2,0,-2
text5721,2,0,-2
text5731,2,0,-2
text5733,2,0,-2
text5798,2,0,-2
text5801,2,0,-2
text5832,2,0,-2
text5873,2,0,-2
text5880,2,0,-2
text5936,2,0,-2
text5959,2,0,-2
text5963,2,0,-2
text5983,2,0,-2
text5985,2,0,-2
text6003,2,0,-2
text6009,2,0,-2
text6030,3,1,-2
text6048,3,1,-2
text6057,2,0,-2
text6064,2,0,-2
text6109,2,0,-2
text6123,3,1,-2
text6128,2,0,-2
text614,2,0,-2
text6144,2,0,-2
text6163,3,1,-2
text620,3,1,-2
text6210,2,0,-2
text6220,2,0,-2
text6227,2,0,-2
text6235,2,0,-2
text6250,2,0,-2
text6256,2,0,-2
text6292,2,0,-2
text6298,2,0,-2
text6307,3,1,-2
text6367,3,1,-2
text6430,2,0,-2
text6460,2,0,-2
text6495,3,1,-2
text6499,3,1,-2
text6508,3,1,-2
text6517,2,0,-2
text6525,2,0,-2
text6543,2,0,-2
text6580,3,1,-2
text6582,2,0,-2
text6586,2,0,-2
text6587,3,1,-2
text6610,2,0,-2
text6619,3,1,-2
text6629,2,0,-2
text665,4,2,-2
text6663,3,1,-2
text6664,3,1,-2
text6668,2,0,-2
text6670,2,0,-2
text6678,2,0,-2
text6693,2,0,-2
text6714,3,1,-2
text672,2,0,-2
text6720,3,1,-2
text674,2,0,-2
text675,3,1,-2
text6752,2,0,-2
text6767,2,0,-2
text6786,2,0,-2
text6796,2,0,-2
text6802,2,0,-2
text6804,3,1,-2
text6834,2,0,-2
text6850,2,0,-2
text6857,2,0,-2
text687,3,1,-2
text6897,2,0,-2
text6916,3,1,-2
text6955,2,0,-2
text6973,2,0,-2
text698,2,0,-2
text699,2,0,-2
text7000,2,0,-2
text7001,2,0,-2
text702,3,1,-2
text7027,2,0,-2
text703,3,1,-2
text7054,2,0,-2
text7055,2,0,-2
text7056,2,0,-2
text710,2,0,-2
text7102,4,2,-2
text711,2,0,-2
text714,3,1,-2
text7144,2,0,-2
text7145,2,0,-2
text7164,4,2,-2
text7173,2,0,-2
text7181,2,0,-2
text7226,2,0,-2
text7229,2,0,-2
text723,2,0,-2
text7232,3,1,-2
text7235,3,1,-2
text724,4,2,-2
text7241,2,0,-2
text7243,2,0,-2
text7279,3,1,-2
text7285,2,0,-2
text7290,2,0,-2
text7300,2,0,-2
text7322,2,0,-2
text7339,2,0,-2
text7347,3,1,-2
text7356,2,0,-2
text7375,2,0,-2
text7383,2,0,-2
text7407,3,1,-2
text7414,3,1,-2
text742,5,3,-2
text7421,2,0,-2
text7423,2,0,-2
text7483,2,0,-2
text7492,2,0,-2
text7496,2,0,-2
text7519,2,0,-2
text7533,2,0,-2
text7557,2,0,-2
text7568,2,0,-2
text7578,2,0,-2
text7610,2,0,-2
text762,3,1,-2
text7625,2,0,-2
text7643,2,0,-2
text7654,2,0,-2
text7685,2,0,-2
text7687,3,1,-2
text7696,3,1,-2
text7701,2,0,-2
text7717,3,1,-2
text7719,3,1,-2
text7742,2,0,-2
text7776,2,0,-2
text78,2,0,-2
text7803,2,0,-2
text7825,2,0,-2
text7913,2,0,-2
text793,3,1,-2
text796,3,1,-2
text7960,2,0,-2
text7973,2,0,-2
text7987,2,0,-2
text8022,2,0,-2
text8028,4,2,-2
text8038,2,0,-2
text8048,2,0,-2
text808,2,0,-2
text8091,2,0,-2
text8106,2,0,-2
text8126,2,0,-2
text8127,2,0,-2
text8196,2,0,-2
text8201,2,0,-2
text8213,2,0,-2
text8230,3,1,-2
text8234,2,0,-2
text8235,2,0,-2
text8241,2,0,-2
text8267,2,0,-2
text8353,2,0,-2
text8361,3,1,-2
text8370,2,0,-2
text8393,2,0,-2
text840,3,1,-2
text8401,2,0,-2
text8403,2,0,-2
text8409,2,0,-2
text842,4,2,-2
text8430,2,0,-2
text8439,2,0,-2
text8450,2,0,-2
text8453,2,0,-2
text8472,2,0,-2
text8491,2,0,-2
text8492,2,0,-2
text8522,2,0,-2
text8557,2,0,-2
text858,5,3,-2
text8593,2,0,-2
text8619,2,0,-2
text8621,3,1,-2
text8653,2,0,-2
text867,2,0,-2
